row_id,order_id,year,Order Date,Ship Date,ship_mode,customer_id,customer_name,segment,country,city,state,postal_code,region,product_id,category,sub_category,product_name,Sales,Quantity,Discount,Profit,Profit Margin,Delivery Days
7924,CA-2014-134096,2014,2014-09-25,2014-09-30,Standard Class,PP-18955,Paul Prost,Home Office,United States,Hollywood,Florida,33021.00,South,OFF-BI-10004002,Office Supplies,Binders,Wilson Jones International Size A4 Ring Binders,15.57,3.00,0.70,-11.42,-73.33,5.00
7925,CA-2013-125843,2013,2013-08-14,2013-08-17,First Class,RF-19840,Roy FranzÃÂ¶sisch,Consumer,United States,Springfield,Virginia,22153.00,South,OFF-BI-10002309,Office Supplies,Binders,Avery Heavy-Duty EZD  Binder With Locking Rings,22.32,4.00,0.00,10.71,48.00,3.00
7926,CA-2013-125843,2013,2013-08-14,2013-08-17,First Class,RF-19840,Roy FranzÃÂ¶sisch,Consumer,United States,Springfield,Virginia,22153.00,South,OFF-LA-10003923,Office Supplies,Labels,Alphabetical Labels for Top Tab Filing,103.60,7.00,0.00,51.80,50.00,3.00
7927,CA-2014-120404,2014,2014-11-21,2014-11-25,Second Class,KH-16330,Katharine Harms,Corporate,United States,New York City,New York,10035.00,East,TEC-AC-10003433,Technology,Accessories,Maxell 4.7GB DVD+R 5/Pack,2.97,3.00,0.00,1.34,45.00,4.00
7928,CA-2014-120404,2014,2014-11-21,2014-11-25,Second Class,KH-16330,Katharine Harms,Corporate,United States,New York City,New York,10035.00,East,TEC-PH-10001363,Technology,Phones,Apple iPhone 5S,569.99,1.00,0.00,171.00,30.00,4.00
7929,CA-2014-120404,2014,2014-11-21,2014-11-25,Second Class,KH-16330,Katharine Harms,Corporate,United States,New York City,New York,10035.00,East,FUR-FU-10000820,Furniture,Furnishings,Tensor Brushed Steel Torchiere Floor Lamp,50.97,3.00,0.00,9.17,18.00,4.00
7930,CA-2014-167549,2014,2014-07-26,2014-07-28,First Class,EM-14200,Evan Minnotte,Home Office,United States,Dallas,Texas,75217.00,Central,FUR-TA-10004767,Furniture,Tables,Safco Drafting Table,298.12,6.00,0.30,-4.26,-1.43,2.00
7931,CA-2013-120082,2013,2013-03-26,2013-03-28,Second Class,DK-12835,Damala Kotsonis,Corporate,United States,New York City,New York,10024.00,East,OFF-AR-10001955,Office Supplies,Art,Newell 319,59.52,3.00,0.00,17.86,30.00,2.00
7932,US-2013-168095,2013,2013-07-16,2013-07-21,Standard Class,MC-17425,Mark Cousins,Corporate,United States,Portland,Oregon,97206.00,West,FUR-CH-10004886,Furniture,Chairs,Bevis Steel Folding Chairs,230.28,3.00,0.20,23.03,10.00,5.00
7933,US-2013-168095,2013,2013-07-16,2013-07-21,Standard Class,MC-17425,Mark Cousins,Corporate,United States,Portland,Oregon,97206.00,West,OFF-PA-10003641,Office Supplies,Paper,Xerox 1909,105.52,5.00,0.20,34.29,32.50,5.00
7934,CA-2014-166093,2014,2014-08-18,2014-08-25,Standard Class,RW-19540,Rick Wilson,Corporate,United States,Brentwood,California,94513.00,West,OFF-EN-10003134,Office Supplies,Envelopes,Staples,23.36,2.00,0.00,11.68,50.00,7.00
7935,CA-2014-166093,2014,2014-08-18,2014-08-25,Standard Class,RW-19540,Rick Wilson,Corporate,United States,Brentwood,California,94513.00,West,TEC-PH-10002564,Technology,Phones,OtterBox Defender Series Case - Samsung Galaxy S4,71.98,3.00,0.20,9.00,12.50,7.00
7936,CA-2014-166093,2014,2014-08-18,2014-08-25,Standard Class,RW-19540,Rick Wilson,Corporate,United States,Brentwood,California,94513.00,West,OFF-PA-10003893,Office Supplies,Paper,Xerox 1962,8.56,2.00,0.00,3.85,45.00,7.00
7937,CA-2014-166093,2014,2014-08-18,2014-08-25,Standard Class,RW-19540,Rick Wilson,Corporate,United States,Brentwood,California,94513.00,West,OFF-BI-10000174,Office Supplies,Binders,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",13.92,3.00,0.20,4.87,35.00,7.00
7938,CA-2014-166093,2014,2014-08-18,2014-08-25,Standard Class,RW-19540,Rick Wilson,Corporate,United States,Brentwood,California,94513.00,West,OFF-AP-10001058,Office Supplies,Appliances,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,2518.29,9.00,0.00,654.76,26.00,7.00
7939,CA-2014-166093,2014,2014-08-18,2014-08-25,Standard Class,RW-19540,Rick Wilson,Corporate,United States,Brentwood,California,94513.00,West,OFF-ST-10001496,Office Supplies,Storage,Standard Rollaway File with Lock,540.57,3.00,0.00,140.55,26.00,7.00
7940,CA-2014-166093,2014,2014-08-18,2014-08-25,Standard Class,RW-19540,Rick Wilson,Corporate,United States,Brentwood,California,94513.00,West,OFF-BI-10004230,Office Supplies,Binders,GBC Recycled Grain Textured Covers,221.06,8.00,0.20,77.37,35.00,7.00
7941,CA-2013-146325,2013,2013-12-15,2013-12-18,First Class,DS-13180,David Smith,Corporate,United States,San Diego,California,92037.00,West,FUR-CH-10001146,Furniture,Chairs,"Global Task Chair, Black",81.42,2.00,0.20,-9.16,-11.25,3.00
7942,CA-2013-146325,2013,2013-12-15,2013-12-18,First Class,DS-13180,David Smith,Corporate,United States,San Diego,California,92037.00,West,OFF-ST-10001590,Office Supplies,Storage,"Tenex Personal Project File with Scoop Front Design, Black",134.80,10.00,0.00,35.05,26.00,3.00
7943,CA-2014-134194,2014,2014-12-26,2015-01-02,Standard Class,GA-14725,Guy Armstrong,Consumer,United States,Dallas,Texas,75081.00,Central,OFF-BI-10003684,Office Supplies,Binders,Wilson Jones Legal Size Ring Binders,39.58,9.00,0.80,-59.37,-150.00,7.00
7944,CA-2014-134194,2014,2014-12-26,2015-01-02,Standard Class,GA-14725,Guy Armstrong,Consumer,United States,Dallas,Texas,75081.00,Central,OFF-SU-10000946,Office Supplies,Supplies,Staples,44.69,7.00,0.20,5.03,11.25,7.00
7945,CA-2014-134194,2014,2014-12-26,2015-01-02,Standard Class,GA-14725,Guy Armstrong,Consumer,United States,Dallas,Texas,75081.00,Central,OFF-AR-10001615,Office Supplies,Art,Newell 34,31.74,2.00,0.20,2.38,7.50,7.00
7946,CA-2014-134194,2014,2014-12-26,2015-01-02,Standard Class,GA-14725,Guy Armstrong,Consumer,United States,Dallas,Texas,75081.00,Central,OFF-BI-10001597,Office Supplies,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",40.98,5.00,0.80,-65.57,-160.00,7.00
7947,CA-2014-134194,2014,2014-12-26,2015-01-02,Standard Class,GA-14725,Guy Armstrong,Consumer,United States,Dallas,Texas,75081.00,Central,OFF-BI-10001116,Office Supplies,Binders,"Wilson Jones 1"" Hanging DublLock Ring Binders",3.17,3.00,0.80,-5.07,-160.00,7.00
7948,CA-2011-131009,2011,2011-03-01,2011-03-05,Standard Class,SC-20380,Shahid Collister,Consumer,United States,El Paso,Texas,79907.00,Central,OFF-FA-10004395,Office Supplies,Fasteners,Plymouth Boxed Rubber Bands by Plymouth,18.84,5.00,0.20,-3.53,-18.75,4.00
7949,CA-2011-131009,2011,2011-03-01,2011-03-05,Standard Class,SC-20380,Shahid Collister,Consumer,United States,El Paso,Texas,79907.00,Central,FUR-CH-10001270,Furniture,Chairs,Harbour Creations Steel Folding Chair,362.25,6.00,0.30,0.00,0.00,4.00
7950,CA-2011-131009,2011,2011-03-01,2011-03-05,Standard Class,SC-20380,Shahid Collister,Consumer,United States,El Paso,Texas,79907.00,Central,FUR-FU-10001095,Furniture,Furnishings,DAX Black Cherry Wood-Tone Poster Frame,63.55,6.00,0.60,-34.95,-55.00,4.00
7951,CA-2011-131009,2011,2011-03-01,2011-03-05,Standard Class,SC-20380,Shahid Collister,Consumer,United States,El Paso,Texas,79907.00,Central,OFF-ST-10001469,Office Supplies,Storage,Fellowes Bankers Box Recycled Super Stor/Drawer,129.55,3.00,0.20,-22.67,-17.50,4.00
7952,CA-2012-145814,2012,2012-11-19,2012-11-24,Standard Class,KD-16345,Katherine Ducich,Consumer,United States,New York City,New York,10035.00,East,OFF-BI-10003196,Office Supplies,Binders,Accohide Poly Flexible Ring Binders,5.98,2.00,0.20,2.24,37.50,5.00
7953,CA-2012-145814,2012,2012-11-19,2012-11-24,Standard Class,KD-16345,Katherine Ducich,Consumer,United States,New York City,New York,10035.00,East,TEC-PH-10002200,Technology,Phones,Aastra 6757i CT Wireless VoIP phone,861.76,4.00,0.00,249.91,29.00,5.00
7954,CA-2011-138359,2011,2011-04-01,2011-04-06,Standard Class,KH-16330,Katharine Harms,Corporate,United States,Revere,Massachusetts,2151.00,East,OFF-ST-10000636,Office Supplies,Storage,Rogers Profile Extra Capacity Storage Tub,66.96,4.00,0.00,2.68,4.00,5.00
7955,CA-2011-138359,2011,2011-04-01,2011-04-06,Standard Class,KH-16330,Katharine Harms,Corporate,United States,Revere,Massachusetts,2151.00,East,OFF-BI-10000145,Office Supplies,Binders,Zipper Ring Binder Pockets,6.24,2.00,0.00,3.06,49.00,5.00
7956,CA-2014-131807,2014,2014-10-06,2014-10-11,Standard Class,GG-14650,Greg Guthrie,Corporate,United States,Chico,California,95928.00,West,FUR-CH-10001190,Furniture,Chairs,Global Deluxe High-Back Office Chair in Storm,435.17,4.00,0.20,-59.84,-13.75,5.00
7957,CA-2014-131807,2014,2014-10-06,2014-10-11,Standard Class,GG-14650,Greg Guthrie,Corporate,United States,Chico,California,95928.00,West,OFF-FA-10002780,Office Supplies,Fasteners,Staples,14.90,5.00,0.00,6.85,46.00,5.00
7958,CA-2014-131807,2014,2014-10-06,2014-10-11,Standard Class,GG-14650,Greg Guthrie,Corporate,United States,Chico,California,95928.00,West,OFF-AP-10004052,Office Supplies,Appliances,"Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs, 2/Pk",15.80,4.00,0.00,4.11,26.00,5.00
7959,CA-2014-131807,2014,2014-10-06,2014-10-11,Standard Class,GG-14650,Greg Guthrie,Corporate,United States,Chico,California,95928.00,West,FUR-FU-10004666,Furniture,Furnishings,DAX Clear Channel Poster Frame,72.90,5.00,0.00,26.97,37.00,5.00
7960,CA-2014-131807,2014,2014-10-06,2014-10-11,Standard Class,GG-14650,Greg Guthrie,Corporate,United States,Chico,California,95928.00,West,FUR-TA-10004086,Furniture,Tables,KI Adjustable-Height Table,206.35,3.00,0.20,5.16,2.50,5.00
7961,CA-2014-131807,2014,2014-10-06,2014-10-11,Standard Class,GG-14650,Greg Guthrie,Corporate,United States,Chico,California,95928.00,West,TEC-PH-10000702,Technology,Phones,"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",7.99,1.00,0.20,2.70,33.75,5.00
7962,CA-2014-104864,2014,2014-11-19,2014-11-24,Second Class,JS-15685,Jim Sink,Corporate,United States,Miramar,Florida,33023.00,South,OFF-ST-10002301,Office Supplies,Storage,Tennsco Commercial Shelving,81.36,5.00,0.20,-19.32,-23.75,5.00
7963,CA-2014-104864,2014,2014-11-19,2014-11-24,Second Class,JS-15685,Jim Sink,Corporate,United States,Miramar,Florida,33023.00,South,OFF-BI-10001636,Office Supplies,Binders,Ibico Plastic and Wire Spiral Binding Combs,20.23,8.00,0.70,-16.19,-80.00,5.00
7964,CA-2014-104864,2014,2014-11-19,2014-11-24,Second Class,JS-15685,Jim Sink,Corporate,United States,Miramar,Florida,33023.00,South,OFF-AP-10002684,Office Supplies,Appliances,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",389.06,4.00,0.20,48.63,12.50,5.00
7965,CA-2014-104864,2014,2014-11-19,2014-11-24,Second Class,JS-15685,Jim Sink,Corporate,United States,Miramar,Florida,33023.00,South,OFF-PA-10004609,Office Supplies,Paper,Xerox 221,20.74,4.00,0.20,7.26,35.00,5.00
7966,CA-2014-104864,2014,2014-11-19,2014-11-24,Second Class,JS-15685,Jim Sink,Corporate,United States,Miramar,Florida,33023.00,South,OFF-PA-10003309,Office Supplies,Paper,Xerox 211,41.47,8.00,0.20,14.52,35.00,5.00
7967,CA-2012-138219,2012,2012-03-23,2012-03-30,Standard Class,BP-11095,Bart Pistole,Corporate,United States,Los Angeles,California,90049.00,West,OFF-PA-10000380,Office Supplies,Paper,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",33.36,4.00,0.00,16.68,50.00,7.00
7968,CA-2013-157707,2013,2013-10-11,2013-10-13,First Class,CC-12610,Corey Catlett,Corporate,United States,Denver,Colorado,80219.00,West,FUR-BO-10001567,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Dark Cherry Finish, Fully Assembled",90.88,3.00,0.70,-190.85,-210.00,2.00
7969,CA-2013-157707,2013,2013-10-11,2013-10-13,First Class,CC-12610,Corey Catlett,Corporate,United States,Denver,Colorado,80219.00,West,TEC-PH-10002583,Technology,Phones,iOttie HLCRIO102 Car Mount,15.99,1.00,0.20,-3.00,-18.75,2.00
7970,CA-2013-157707,2013,2013-10-11,2013-10-13,First Class,CC-12610,Corey Catlett,Corporate,United States,Denver,Colorado,80219.00,West,FUR-CH-10004853,Furniture,Chairs,"Global Manager's Adjustable Task Chair, Storm",120.78,1.00,0.20,13.59,11.25,2.00
7971,US-2012-126753,2012,2012-08-16,2012-08-20,Standard Class,SP-20860,Sung Pak,Corporate,United States,Philadelphia,Pennsylvania,19134.00,East,TEC-PH-10003580,Technology,Phones,Cisco IP Phone 7961G-GE VoIP phone,519.79,4.00,0.40,-112.62,-21.67,4.00
7972,US-2012-126753,2012,2012-08-16,2012-08-20,Standard Class,SP-20860,Sung Pak,Corporate,United States,Philadelphia,Pennsylvania,19134.00,East,TEC-AC-10004227,Technology,Accessories,SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,31.18,3.00,0.20,-5.46,-17.50,4.00
7973,US-2012-126753,2012,2012-08-16,2012-08-20,Standard Class,SP-20860,Sung Pak,Corporate,United States,Philadelphia,Pennsylvania,19134.00,East,OFF-PA-10002787,Office Supplies,Paper,Xerox 227,10.37,2.00,0.20,3.63,35.00,4.00
7974,US-2012-126753,2012,2012-08-16,2012-08-20,Standard Class,SP-20860,Sung Pak,Corporate,United States,Philadelphia,Pennsylvania,19134.00,East,OFF-BI-10003981,Office Supplies,Binders,"Avery Durable Plastic 1"" Binders",2.72,2.00,0.70,-1.91,-70.00,4.00
7975,US-2012-126753,2012,2012-08-16,2012-08-20,Standard Class,SP-20860,Sung Pak,Corporate,United States,Philadelphia,Pennsylvania,19134.00,East,FUR-FU-10001488,Furniture,Furnishings,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",254.35,3.00,0.20,0.00,0.00,4.00
7976,US-2012-126753,2012,2012-08-16,2012-08-20,Standard Class,SP-20860,Sung Pak,Corporate,United States,Philadelphia,Pennsylvania,19134.00,East,OFF-BI-10003727,Office Supplies,Binders,Avery Durable Slant Ring Binders With Label Holder,3.76,3.00,0.70,-2.76,-73.33,4.00
7977,US-2012-126753,2012,2012-08-16,2012-08-20,Standard Class,SP-20860,Sung Pak,Corporate,United States,Philadelphia,Pennsylvania,19134.00,East,OFF-PA-10000130,Office Supplies,Paper,Xerox 199,10.27,3.00,0.20,3.21,31.25,4.00
7978,CA-2011-166051,2011,2011-05-31,2011-06-05,Standard Class,JK-15625,Jim Karlsson,Consumer,United States,Jackson,Mississippi,39212.00,South,TEC-PH-10002680,Technology,Phones,Samsung Galaxy Note 3,659.97,3.00,0.00,197.99,30.00,5.00
7979,CA-2011-166051,2011,2011-05-31,2011-06-05,Standard Class,JK-15625,Jim Karlsson,Consumer,United States,Jackson,Mississippi,39212.00,South,TEC-PH-10002538,Technology,Phones,Grandstream GXP1160 VoIP phone,113.73,3.00,0.00,32.98,29.00,5.00
7980,CA-2012-113040,2012,2012-08-27,2012-08-31,Standard Class,CC-12100,Chad Cunningham,Home Office,United States,Los Angeles,California,90045.00,West,OFF-BI-10001249,Office Supplies,Binders,Avery Heavy-Duty EZD View Binder with Locking Rings,5.10,1.00,0.20,1.66,32.50,4.00
7981,CA-2011-103800,2011,2011-01-04,2011-01-08,Standard Class,DP-13000,Darren Powers,Consumer,United States,Houston,Texas,77095.00,Central,OFF-PA-10000174,Office Supplies,Paper,"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book",16.45,2.00,0.20,5.55,33.75,4.00
7982,CA-2011-113383,2011,2011-09-10,2011-09-13,First Class,SF-20065,Sandra Flanagan,Consumer,United States,Clifton,New Jersey,7011.00,East,OFF-AP-10004532,Office Supplies,Appliances,Kensington 6 Outlet Guardian Standard Surge Protector,81.92,4.00,0.00,22.12,27.00,3.00
7983,CA-2011-113383,2011,2011-09-10,2011-09-13,First Class,SF-20065,Sandra Flanagan,Consumer,United States,Clifton,New Jersey,7011.00,East,FUR-FU-10001986,Furniture,Furnishings,"Dana Fluorescent Magnifying Lamp, White, 36""",254.90,5.00,0.00,76.47,30.00,3.00
7984,CA-2014-152499,2014,2014-01-23,2014-01-26,Second Class,EH-13765,Edward Hooks,Corporate,United States,Chicago,Illinois,60623.00,Central,OFF-FA-10002975,Office Supplies,Fasteners,Staples,15.12,5.00,0.20,4.91,32.50,3.00
7985,CA-2014-152499,2014,2014-01-23,2014-01-26,Second Class,EH-13765,Edward Hooks,Corporate,United States,Chicago,Illinois,60623.00,Central,OFF-AR-10003481,Office Supplies,Art,Newell 348,7.87,3.00,0.20,0.89,11.25,3.00
7986,CA-2013-151498,2013,2013-04-22,2013-04-25,First Class,DN-13690,Duane Noonan,Consumer,United States,Seattle,Washington,98115.00,West,OFF-BI-10004967,Office Supplies,Binders,Round Ring Binders,8.32,5.00,0.20,2.81,33.75,3.00
7987,CA-2013-137939,2013,2013-07-21,2013-07-24,Second Class,PJ-19015,Pauline Johnson,Consumer,United States,Long Beach,New York,11561.00,East,TEC-PH-10003589,Technology,Phones,invisibleSHIELD by ZAGG Smudge-Free Screen Protector,89.95,5.00,0.00,43.18,48.00,3.00
7988,US-2013-117793,2013,2013-08-24,2013-08-30,Standard Class,MA-17560,Matt Abelman,Home Office,United States,Sheboygan,Wisconsin,53081.00,Central,OFF-LA-10002945,Office Supplies,Labels,"Permanent Self-Adhesive File Folder Labels for Typewriters, 1 1/8 x 3 1/2, White",25.20,4.00,0.00,11.59,46.00,6.00
7989,US-2013-117793,2013,2013-08-24,2013-08-30,Standard Class,MA-17560,Matt Abelman,Home Office,United States,Sheboygan,Wisconsin,53081.00,Central,OFF-LA-10003537,Office Supplies,Labels,Avery 515,37.59,3.00,0.00,17.67,47.00,6.00
7990,US-2013-117793,2013,2013-08-24,2013-08-30,Standard Class,MA-17560,Matt Abelman,Home Office,United States,Sheboygan,Wisconsin,53081.00,Central,OFF-ST-10002406,Office Supplies,Storage,Pizazz Global Quick File,14.97,1.00,0.00,4.19,28.00,6.00
7991,US-2013-117793,2013,2013-08-24,2013-08-30,Standard Class,MA-17560,Matt Abelman,Home Office,United States,Sheboygan,Wisconsin,53081.00,Central,TEC-AC-10003433,Technology,Accessories,Maxell 4.7GB DVD+R 5/Pack,1.98,2.00,0.00,0.89,45.00,6.00
7992,CA-2013-133872,2013,2013-06-15,2013-06-18,First Class,VM-21835,Vivian Mathis,Consumer,United States,Boca Raton,Florida,33433.00,South,OFF-BI-10002082,Office Supplies,Binders,GBC Twin Loop Wire Binding Elements,39.94,4.00,0.70,-26.62,-66.67,3.00
7993,CA-2013-133872,2013,2013-06-15,2013-06-18,First Class,VM-21835,Vivian Mathis,Consumer,United States,Boca Raton,Florida,33433.00,South,TEC-AC-10000521,Technology,Accessories,"Verbatim Slim CD and DVD Storage Cases, 50/Pack",18.46,2.00,0.20,2.31,12.50,3.00
7994,US-2012-165743,2012,2012-11-20,2012-11-23,Second Class,MM-18055,Michelle Moray,Consumer,United States,Aurora,Colorado,80013.00,West,OFF-BI-10001982,Office Supplies,Binders,Wilson Jones Custom Binder Spines & Labels,4.90,3.00,0.70,-3.43,-70.00,3.00
7995,US-2012-165743,2012,2012-11-20,2012-11-23,Second Class,MM-18055,Michelle Moray,Consumer,United States,Aurora,Colorado,80013.00,West,FUR-BO-10002268,Furniture,Bookcases,Sauder Barrister Bookcases,145.76,6.00,0.70,-247.80,-170.00,3.00
7996,US-2012-165743,2012,2012-11-20,2012-11-23,Second Class,MM-18055,Michelle Moray,Consumer,United States,Aurora,Colorado,80013.00,West,OFF-BI-10001758,Office Supplies,Binders,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,9.61,6.00,0.70,-7.37,-76.67,3.00
7997,US-2014-105998,2014,2014-11-04,2014-11-06,First Class,CR-12580,Clay Rozendal,Home Office,United States,San Diego,California,92037.00,West,TEC-AC-10004469,Technology,Accessories,Microsoft Sculpt Comfort Mouse,199.75,5.00,0.00,87.89,44.00,2.00
7998,US-2014-105998,2014,2014-11-04,2014-11-06,First Class,CR-12580,Clay Rozendal,Home Office,United States,San Diego,California,92037.00,West,FUR-TA-10001095,Furniture,Tables,Chromcraft Round Conference Tables,1673.18,12.00,0.20,20.91,1.25,2.00
7999,US-2011-148194,2011,2011-05-04,2011-05-07,First Class,BS-11365,Bill Shonely,Corporate,United States,Seattle,Washington,98105.00,West,FUR-FU-10001852,Furniture,Furnishings,"Eldon Regeneration Recycled Desk Accessories, Smoke",12.18,7.00,0.00,3.90,32.00,3.00
8000,US-2011-148194,2011,2011-05-04,2011-05-07,First Class,BS-11365,Bill Shonely,Corporate,United States,Seattle,Washington,98105.00,West,OFF-AP-10000696,Office Supplies,Appliances,Holmes Odor Grabber,57.68,4.00,0.00,19.03,33.00,3.00
8001,US-2012-151407,2012,2012-11-08,2012-11-12,Standard Class,RD-19585,Rob Dowd,Consumer,United States,Dubuque,Iowa,52001.00,Central,TEC-PH-10003885,Technology,Phones,Cisco SPA508G,263.96,4.00,0.00,76.55,29.00,4.00
8002,CA-2012-110870,2012,2012-12-12,2012-12-15,First Class,KD-16270,Karen Daniels,Consumer,United States,Los Angeles,California,90032.00,West,TEC-AC-10002926,Technology,Accessories,Logitech Wireless Marathon Mouse M705,299.94,6.00,0.00,128.97,43.00,3.00
8003,CA-2012-110870,2012,2012-12-12,2012-12-15,First Class,KD-16270,Karen Daniels,Consumer,United States,Los Angeles,California,90032.00,West,OFF-SU-10001225,Office Supplies,Supplies,Staples,25.76,7.00,0.00,0.52,2.00,3.00
8004,CA-2011-143210,2011,2011-12-01,2011-12-03,First Class,AA-10645,Anna Andreadi,Consumer,United States,Lowell,Massachusetts,1852.00,East,TEC-PH-10004434,Technology,Phones,Cisco IPÃÂ PhoneÃÂ 7961G VoIPÃÂ phoneÃÂ - Dark gray,271.90,2.00,0.00,78.85,29.00,2.00
8005,CA-2011-143210,2011,2011-12-01,2011-12-03,First Class,AA-10645,Anna Andreadi,Consumer,United States,Lowell,Massachusetts,1852.00,East,FUR-FU-10003878,Furniture,Furnishings,"Linden 10"" Round Wall Clock, Black",45.84,3.00,0.00,15.59,34.00,2.00
8006,CA-2011-143210,2011,2011-12-01,2011-12-03,First Class,AA-10645,Anna Andreadi,Consumer,United States,Lowell,Massachusetts,1852.00,East,FUR-FU-10002268,Furniture,Furnishings,Ultra Door Push Plate,9.82,2.00,0.00,3.24,33.00,2.00
8007,CA-2013-139808,2013,2013-10-08,2013-10-12,Standard Class,MC-18100,Mick Crebagga,Consumer,United States,Marysville,Washington,98270.00,West,OFF-FA-10001883,Office Supplies,Fasteners,"Alliance Super-Size Bands, Assorted Sizes",93.36,12.00,0.00,0.93,1.00,4.00
8008,CA-2012-110863,2012,2012-11-17,2012-11-24,Standard Class,AA-10645,Anna Andreadi,Consumer,United States,Oklahoma City,Oklahoma,73120.00,Central,OFF-ST-10002756,Office Supplies,Storage,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",541.24,4.00,0.00,5.41,1.00,7.00
8009,CA-2012-110863,2012,2012-11-17,2012-11-24,Standard Class,AA-10645,Anna Andreadi,Consumer,United States,Oklahoma City,Oklahoma,73120.00,Central,OFF-PA-10000474,Office Supplies,Paper,Staples,106.32,3.00,0.00,49.97,47.00,7.00
8010,CA-2012-110863,2012,2012-11-17,2012-11-24,Standard Class,AA-10645,Anna Andreadi,Consumer,United States,Oklahoma City,Oklahoma,73120.00,Central,FUR-CH-10002073,Furniture,Chairs,Hon Olson Stacker Chairs,1323.90,5.00,0.00,383.93,29.00,7.00
8011,CA-2011-127859,2011,2011-03-17,2011-03-20,Second Class,QJ-19255,Quincy Jones,Corporate,United States,Philadelphia,Pennsylvania,19134.00,East,OFF-PA-10003641,Office Supplies,Paper,Xerox 1909,126.62,6.00,0.20,41.15,32.50,3.00
8012,US-2012-136427,2012,2012-06-20,2012-06-23,First Class,JM-16195,Justin MacKendrick,Consumer,United States,Aurora,Colorado,80013.00,West,TEC-PH-10002070,Technology,Phones,Griffin GC36547 PowerJolt SE Lightning Charger,125.94,7.00,0.20,15.74,12.50,3.00
8013,CA-2014-120138,2014,2014-05-26,2014-05-26,Same Day,TB-21625,Trudy Brown,Consumer,United States,New York City,New York,10009.00,East,OFF-BI-10004519,Office Supplies,Binders,GBC DocuBind P100 Manual Binding Machine,663.92,5.00,0.20,207.48,31.25,0.00
8014,CA-2014-120138,2014,2014-05-26,2014-05-26,Same Day,TB-21625,Trudy Brown,Consumer,United States,New York City,New York,10009.00,East,TEC-AC-10002167,Technology,Accessories,ImationÃÂ 8gb Micro Traveldrive Usb 2.0ÃÂ Flash Drive,120.00,8.00,0.00,13.20,11.00,0.00
8015,CA-2014-120138,2014,2014-05-26,2014-05-26,Same Day,TB-21625,Trudy Brown,Consumer,United States,New York City,New York,10009.00,East,OFF-FA-10000936,Office Supplies,Fasteners,Acco Hot Clips Clips to Go,3.29,1.00,0.00,1.48,45.00,0.00
8016,CA-2014-120138,2014,2014-05-26,2014-05-26,Same Day,TB-21625,Trudy Brown,Consumer,United States,New York City,New York,10009.00,East,FUR-FU-10000732,Furniture,Furnishings,Eldon 200 Class Desk Accessories,18.84,3.00,0.00,6.03,32.00,0.00
8017,US-2011-131870,2011,2011-09-09,2011-09-11,First Class,NF-18595,Nicole Fjeld,Home Office,United States,Lancaster,Ohio,43130.00,East,FUR-FU-10002501,Furniture,Furnishings,Nu-Dell Executive Frame,60.67,6.00,0.20,12.89,21.25,2.00
8018,US-2011-131870,2011,2011-09-09,2011-09-11,First Class,NF-18595,Nicole Fjeld,Home Office,United States,Lancaster,Ohio,43130.00,East,OFF-AR-10000634,Office Supplies,Art,Newell 320,30.82,9.00,0.20,2.70,8.75,2.00
8019,CA-2014-114804,2014,2014-10-18,2014-10-20,Second Class,BF-11020,Barry FranzÃÂ¶sisch,Corporate,United States,Modesto,California,95351.00,West,TEC-PH-10001700,Technology,Phones,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,52.79,1.00,0.20,4.62,8.75,2.00
8020,CA-2014-167227,2014,2014-11-03,2014-11-06,First Class,NP-18670,Nora Paige,Consumer,United States,Saint Louis,Missouri,63116.00,Central,OFF-AP-10001962,Office Supplies,Appliances,Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210,83.90,10.00,0.00,20.98,25.00,3.00
8021,CA-2014-167227,2014,2014-11-03,2014-11-06,First Class,NP-18670,Nora Paige,Consumer,United States,Saint Louis,Missouri,63116.00,Central,OFF-PA-10001838,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",11.76,2.00,0.00,5.76,49.00,3.00
8022,CA-2011-129189,2011,2011-07-21,2011-07-25,Standard Class,HM-14860,Harry Marie,Corporate,United States,Dallas,Texas,75217.00,Central,OFF-AP-10000124,Office Supplies,Appliances,Acco 6 Outlet Guardian Basic Surge Suppressor,4.99,3.00,0.80,-12.98,-260.00,4.00
